mesh_id,trait_portal,similarity,source,subsource,n_rows
['D012893'],Rare_sleep_disorder_Orphanet_68354,0.2618011236190796,pigean,orphanet,37
"['D000081207', 'D008180', 'D029503']",DiamondBlackfan_anemia_Orphanet_124,0.2617738544940948,pigean,orphanet,40
['D009157'],Myasthenia_gravis_early,0.2615619599819183,pigean,portal,67
['D008881'],gcat_trait_migraine_disorder,0.261458545923233,pigean,gcat,22
['D000082182'],CHIP_TET2,0.2608806490898132,pigean,portal,64
['D009765'],gcat_trait_obese_body_mass_index_status,0.2596164047718048,pigean,gcat,18
['D065626'],gcat_trait_nonalcoholic_steatohepatitis,0.2591810822486877,pigean,gcat,14
['D005901'],gcat_trait_glaucoma,0.258925199508667,pigean,gcat,35
['D005128'],gcat_trait_eye_disease,0.2579712569713592,pigean,gcat,27
['D000419'],MA,0.2575848698616028,pigean,portal,46
['D042643'],gcat_trait_ST2_protein_measurement,0.2573595941066742,pigean,gcat,15
['D058499'],Pattern_dystrophy_Orphanet_63454,0.2566413283348083,pigean,orphanet,27
['D000686'],Amyloidosis_Orphanet_69,0.256344735622406,pigean,orphanet,29
['D000419'],gcat_trait_albuminuria,0.2559273838996887,pigean,gcat,27
['D058499'],Inherited_retinal_disorder_Orphanet_71862,0.2558949589729309,pigean,orphanet,70
['D024741'],Rare_familial_disorder_with_hypertrophic_cardiomyopathy_Orphanet_99739,0.2557593286037445,pigean,orphanet,72
['D017445'],Skin_vascular_disease_Orphanet_79379,0.2548182904720306,pigean,orphanet,37
['D009157'],Myasthenia_gravis_late,0.2547498345375061,pigean,portal,71
['D009157'],gcat_trait_lateonset_myasthenia_gravis,0.2547498345375061,pigean,gcat,7
['none'],CFH2_levels,0.2545206546783447,pigean,portal,71
['D005352'],FMD,0.2540842294692993,pigean,portal,69
"['D002526', 'D009849', 'D020422']",Pontocerebellar_hypoplasia_type_1_Orphanet_2254,0.2535678446292877,pigean,orphanet,3
['D000419'],MacrovControl,0.2535552084445953,pigean,portal,51
['D018798'],IronDef_het,0.2529452443122864,pigean,portal,76
['D058729'],PAD,0.2525857090950012,pigean,portal,65
['D028226'],Hereditary_amyloidosis_Orphanet_444116,0.251947283744812,pigean,orphanet,29
['D005764'],GERD,0.2517074942588806,pigean,portal,58
